match_id,match_date,x,y,xg,is_goal,shot_outcome,shot_body_part,shot_technique,n_defenders_in_cone,n_defenders_closer,dist_nearest_defender,gk_dist_center_goal,gk_dist_to_shooter,n_defenders_total,team_ratio_cone
3773387,2021-05-11,101.2,54.5,0.018008176,0,Blocked,Right Foot,Normal,1,4,1.0630145812734646,4.25205832509386,19.499999999999996,5,0.0
3773387,2021-05-11,112.9,27.3,0.043615576,0,Saved,Right Foot,Normal,1,6,0.806225774829866,2.9154759474226504,11.636150566231082,9,0.0
3773387,2021-05-11,107.6,44.4,0.06563735,0,Saved,Head,Normal,0,2,0.565685424949241,3.006659275674582,10.46518036156091,8,0.0
3773387,2021-05-11,108.3,43.1,0.112418555,0,Off T,Head,Normal,0,3,3.605551275463989,2.280350850198279,9.82344135219425,8,1.0
3773387,2021-05-11,114.1,40.3,0.29242352,1,Goal,Head,Normal,0,2,0.9055385138137412,1.8110770276274808,4.1012193308819835,8,0.0
3773387,2021-05-11,108.4,29.3,0.073563784,0,Blocked,Right Foot,Normal,2,5,2.236067977499793,3.780211634287158,12.073938876770908,9,0.0
3773387,2021-05-11,104.8,28.2,0.06810596,1,Goal,Left Foot,Volley,0,2,2.0808652046684832,4.318564576337838,14.940214188558343,8,0.0
3773387,2021-05-11,96.0,37.3,0.04825952,0,Saved,Right Foot,Normal,0,5,4.33243580448689,2.7166155414412274,21.51023012429202,7,0.0
3773387,2021-05-11,109.6,44.5,0.04024041,0,Wayward,Head,Normal,1,5,1.2369316876853036,2.1213203435596424,9.392017887546857,9,0.0
3773387,2021-05-11,92.5,39.2,0.033267852,0,Off T,Left Foot,Normal,1,7,7.083078426785918,2.9832867780352657,24.60020325119286,9,0.0
3773387,2021-05-11,93.6,40.0,0.0370884,0,Blocked,Right Foot,Normal,1,7,4.229657196511323,3.0999999999999943,23.30000000000001,8,1.0
3773387,2021-05-11,113.4,32.8,0.07768235,1,Goal,Right Foot,Normal,0,3,0.8246211251235335,4.134005321718878,5.74891294072192,8,0.0
3773387,2021-05-11,100.5,39.7,0.034326866,0,Blocked,Left Foot,Normal,2,4,1.6124515496597045,3.640054944640259,16.01530517973354,9,0.0
3773387,2021-05-11,91.9,33.3,0.026078822,0,Blocked,Right Foot,Normal,0,7,5.748912940721924,2.692582403567252,26.226894593146167,9,1.0
3773387,2021-05-11,100.7,30.0,0.030130971,0,Blocked,Right Foot,Half Volley,2,9,2.4166091947189168,1.9697715603592172,19.77093826807418,9,0.5
3773695,2021-05-02,106.4,27.0,0.06899321,0,Off T,Left Foot,Normal,0,2,2.8653097563788763,4.103656905736636,14.718695594379277,5,0.0
3773695,2021-05-02,99.6,39.7,0.07683218,0,Saved,Right Foot,Normal,0,6,5.442425929675119,2.9274562336608945,17.500285711953392,7,0.0
3773695,2021-05-02,113.8,32.5,0.4286973,0,Saved,Right Foot,Normal,0,1,5.5443665102516455,4.808326112068526,4.964876634922564,6,0.0
3773695,2021-05-02,115.6,44.2,0.5143056,1,Goal,Head,Normal,0,2,1.7492855684535857,4.472135954999585,5.0,7,0.0
3773695,2021-05-02,114.0,51.5,0.0907733,0,Off T,Right Foot,Half Volley,0,3,6.095900261651269,3.4132096331751995,9.570788891204321,5,0.0
3773695,2021-05-02,104.0,44.3,0.028735718,0,Blocked,Left Foot,Volley,2,7,1.2369316876853003,1.3000000000000027,15.280052355931241,10,0.5
3773695,2021-05-02,91.1,32.9,0.026329285,1,Goal,Right Foot,Normal,1,5,3.3421549934136845,1.341640786499877,28.45241641759097,8,0.0
3773695,2021-05-02,101.1,42.8,0.050553743,0,Blocked,Right Foot,Normal,2,5,2.8000000000000114,1.8027756377319977,17.340126873814967,9,0.0
3773695,2021-05-02,87.9,44.5,0.016389068,0,Off T,Right Foot,Half Volley,1,9,9.027181176868005,1.802775637731992,30.617805277321885,10,1.0
3773369,2021-03-15,107.1,57.2,0.041122954,0,Saved,Right Foot,Normal,0,3,2.200000000000003,4.770744176750622,16.743058263053385,6,0.0
3773369,2021-03-15,104.1,43.0,0.10047175,0,Saved,Right Foot,Normal,1,4,1.6763054614240223,3.220248437620928,13.098091464026353,7,0.0
3773369,2021-03-15,108.0,40.0,0.7835,1,Goal,Right Foot,Normal,0,0,99.0,0.8944271909999126,11.207140580897523,0,0.0
3773369,2021-03-15,119.3,42.5,0.8665923,0,Off T,Other,Normal,0,1,2.200000000000003,3.2756678708318434,5.700000000000003,6,0.0
3773369,2021-03-15,108.1,39.9,0.054010592,0,Off T,Head,Normal,1,5,0.9219544457292917,0.9000000000000057,11.000454536063499,9,1.0
3773369,2021-03-15,117.1,33.5,0.17957594,0,Wayward,Head,Normal,0,2,3.6235341863986816,3.2572994949804674,3.894868418830091,8,0.0
3773369,2021-03-15,104.4,57.7,0.03496348,0,Saved,Right Foot,Normal,0,6,1.7029386365926342,3.220248437620928,20.388722372919784,8,0.0
3773661,2021-04-22,112.2,45.8,0.172511,0,Off T,Left Foot,Volley,0,1,0.9486832980505115,4.384062043356591,5.420332093147062,9,0.0
3773661,2021-04-22,111.7,36.1,0.38125086,0,Wayward,Right Foot,Volley,0,2,3.580502757993627,4.327817001676476,5.532630477449222,8,0.0
3773661,2021-04-22,112.6,37.0,0.094237916,0,Wayward,Head,Normal,0,3,0.7280109889280416,2.5079872407968877,6.438167441127955,9,0.0
3773661,2021-04-22,114.4,32.3,0.07121298,0,Wayward,Head,Normal,0,3,0.8246211251235335,2.692582403567252,6.942621983083911,10,0.0
3773597,2021-03-21,93.3,51.9,0.017940493,0,Blocked,Left Foot,Half Volley,0,5,1.2041594578792325,1.118033988749895,28.11494264621573,9,0.0
3773597,2021-03-21,113.7,32.7,0.14847913,0,Saved,Right Foot,Normal,0,3,1.1180339887499025,3.080584360149871,6.5795136598383905,6,0.0
3773597,2021-03-21,104.1,30.3,0.10617723,0,Saved,Right Foot,Normal,0,3,1.3341664064126446,4.070626487409519,14.564683312726038,8,0.0
3773597,2021-03-21,100.1,23.4,0.030174686,0,Blocked,Left Foot,Normal,0,7,3.624913792078382,4.031128874149278,22.078043391568922,8,0.0
3773597,2021-03-21,98.0,57.3,0.013283472,0,Saved,Left Foot,Normal,1,8,2.884441020371193,2.213594362117861,25.914667661384353,8,0.0
3773597,2021-03-21,101.6,49.3,0.10287425,1,Goal,Right Foot,Normal,0,2,2.059126028197404,4.326661530556781,16.329421300217604,6,0.0
3773597,2021-03-21,101.7,46.4,0.058957785,0,Off T,Right Foot,Normal,1,4,1.2369316876852934,2.9120439557122038,16.48059464946578,8,0.0
3773597,2021-03-21,102.1,46.7,0.10171633,0,Saved,Left Foot,Normal,0,5,3.3421549934136885,3.5440090293338753,15.580115532305916,9,0.0
3773597,2021-03-21,97.8,31.6,0.04333997,0,Blocked,Left Foot,Normal,0,6,3.125699921617565,3.4132096331752075,20.4707107839469,7,0.0
3773597,2021-03-21,104.7,36.6,0.05765207,0,Blocked,Left Foot,Normal,1,3,1.0770329614269003,3.2249030993194223,12.466354719804817,7,0.0
3773523,2020-12-16,98.4,51.0,0.04054099,0,Blocked,Left Foot,Normal,0,3,1.4142135623730872,3.7589892258424964,20.482431496284807,9,0.0
3773523,2020-12-16,116.7,36.5,0.87173116,1,Goal,Right Foot,Normal,0,0,1.0816653826392022,4.522167621838005,7.233947746562733,9,0.0
3773523,2020-12-16,100.1,33.4,0.090386756,0,Saved,Left Foot,Normal,0,5,2.7784887978899526,2.9154759474226553,18.129809706668187,7,0.0
3773523,2020-12-16,94.2,37.7,0.03899057,0,Saved,Left Foot,Normal,1,6,5.2630789467763055,3.8078865529319543,22.31434516180118,10,0.0
3773523,2020-12-16,104.4,27.3,0.029353863,0,Wayward,Right Foot,Half Volley,2,9,2.5,2.899999999999996,17.22614292289484,9,0.0
3773523,2020-12-16,112.7,47.6,0.27028278,0,Blocked,Right Foot,Normal,0,1,1.414213562373094,6.140032573203507,4.579301256742119,4,0.0
3773523,2020-12-16,112.1,49.8,0.040686663,0,Blocked,Head,Normal,1,6,1.5524174696260038,2.76586333718786,9.881295461628508,10,1.0
3773523,2020-12-16,103.2,36.5,0.06765859,0,Blocked,Left Foot,Normal,1,6,1.8384776310850273,3.2893768406797004,13.908630414242808,9,0.0
3773523,2020-12-16,96.2,38.6,0.03666588,0,Blocked,Left Foot,Normal,2,8,0.7071067811865425,2.8442925306655753,21.01927686672403,9,0.0
3773523,2020-12-16,115.6,31.0,0.10211778,0,Off T,Left Foot,Volley,0,3,4.669047011971505,2.308679276123043,7.741446893184761,10,0.0
3773523,2020-12-16,101.0,40.9,0.06497119,0,Saved,Right Foot,Normal,1,4,2.8600699292150176,3.2249030993194223,15.807909412695908,10,0.0
3773523,2020-12-16,112.7,43.7,0.27344212,0,Saved,Right Foot,Normal,0,0,1.1180339887498898,4.61410879802373,3.584689665786984,10,0.0
3773571,2020-12-22,86.8,43.9,0.027688935,0,Off T,Right Foot,Normal,1,9,11.101801655587266,1.414213562373101,32.014527952165714,9,2.0
3773571,2020-12-22,110.3,25.3,0.061523218,0,Saved,Right Foot,Normal,0,3,1.513274595042156,3.6674241641784446,13.984634424968004,6,0.0
3773571,2020-12-22,95.7,54.1,0.025438597,0,Saved,Right Foot,Normal,1,6,2.158703314492292,2.20227155455453,26.04169733331527,8,0.0
3773571,2020-12-22,110.3,12.9,0.0089436425,0,Off T,Right Foot,Normal,0,10,10.572133181151287,1.6643316977093257,27.16486701605587,10,0.0
3773571,2020-12-22,96.5,28.3,0.0358443,0,Off T,Right Foot,Normal,0,5,4.743416490252569,2.5553864678361284,23.70337528707673,5,0.0
3773571,2020-12-22,116.6,33.5,0.11257669,0,Off T,Head,Normal,0,3,1.118033988749895,4.049691346263318,3.3241540277189343,8,0.0
3773571,2020-12-22,100.1,25.3,0.049908273,0,Off T,Right Foot,Normal,2,9,6.350590523722974,2.9154759474226504,21.84032966784156,10,0.0
3773571,2020-12-22,102.2,39.5,0.1112897,0,Saved,Right Foot,Half Volley,0,1,2.941088233970549,2.2360679774997925,15.625939971726496,6,0.0
3773571,2020-12-22,102.3,28.9,0.04020629,0,Saved,Left Foot,Normal,2,7,4.5541190146942805,2.0615528128088343,18.860805921274945,7,0.0
3773571,2020-12-22,108.7,32.3,0.07105544,0,Blocked,Left Foot,Normal,0,3,1.7691806012954183,3.8209946349085544,9.984988733093298,8,0.0
3773571,2020-12-22,104.1,39.8,0.086523995,0,Off T,Right Foot,Normal,0,5,1.0295630140986987,1.4422205101855965,14.733974345029928,8,0.0
3773571,2020-12-22,96.2,45.1,0.04163914,0,Saved,Left Foot,Normal,1,4,2.1540659228538006,2.200000000000003,22.19391808581801,7,0.0
3773428,2020-12-05,119.2,43.1,0.8322185,1,Goal,Left Foot,Half Volley,0,0,2.6683328128252755,1.5811388300841898,1.6278820596099715,8,0.0
3773428,2020-12-05,115.0,25.6,0.016663868,0,Blocked,Left Foot,Normal,0,6,1.0440306508910542,4.648655719667783,10.594810050208546,6,0.0
3773428,2020-12-05,98.7,34.0,0.0844549,0,Blocked,Right Foot,Normal,4,9,8.90505474435727,1.6124515496597134,21.02974084481308,9,0.0
3773428,2020-12-05,100.4,45.2,0.058033038,0,Wayward,Right Foot,Half Volley,1,9,6.338769596696189,1.9235384061671397,18.365728953678907,9,3.0
3773428,2020-12-05,112.2,50.9,0.24093509,0,Saved,Right Foot,Normal,0,1,4.386342439892264,5.883026432033088,7.5432088662584444,5,0.0
3773428,2020-12-05,103.1,31.7,0.16040003,0,Off T,Left Foot,Normal,0,1,3.1016124838541628,4.788527957525153,14.04599587070992,2,0.0
3764661,2021-01-06,106.5,32.4,0.14590277,1,Goal,Right Foot,Normal,0,3,1.8248287590894625,3.492849839314598,12.022063050907692,3,0.0
3764661,2021-01-06,111.4,28.3,0.112238325,0,Off T,Left Foot,Normal,0,3,1.4035668847618181,4.1436698710201325,10.615083607772473,6,0.0
3764661,2021-01-06,112.7,29.1,0.08619522,0,Blocked,Left Foot,Normal,1,4,0.82462112512353,3.911521443121584,9.208691546577073,7,0.0
3764661,2021-01-06,111.4,54.2,0.064354055,0,Saved,Right Foot,Normal,0,3,2.561249694973145,4.07185461430047,12.564234954823151,7,0.0
3764661,2021-01-06,117.0,34.0,0.19917129,0,Off T,Right Foot,Volley,0,2,2.3021728866442683,3.067572330035592,3.6891733491393444,8,0.0
3764661,2021-01-06,102.1,55.2,0.036633816,0,Off T,Right Foot,Normal,0,6,3.0,3.623534186398684,19.86001007049091,8,0.0
3764661,2021-01-06,101.7,32.5,0.116129294,1,Goal,Right Foot,Normal,0,3,1.979898987322326,2.3409399821439267,17.438463235044534,6,0.0
3773526,2021-02-13,107.0,29.8,0.11578755,0,Off T,Right Foot,Half Volley,0,5,3.5777087639996603,2.385372088375311,14.149558296992879,6,0.0
3773526,2021-02-13,101.4,47.7,0.0634542,0,Saved,Right Foot,Volley,1,8,5.9481089431852086,1.2649110640673562,19.325889371514048,9,1.0
3773526,2021-02-13,110.9,24.7,0.031467464,0,Blocked,Left Foot,Volley,1,6,3.969886648255847,3.624913792078369,14.204224723651762,8,0.0
3773526,2021-02-13,115.1,29.0,0.14918888,0,Off T,Left Foot,Normal,0,1,0.9848857801796057,4.341658669218482,7.912016177940995,7,0.0
3773526,2021-02-13,100.3,54.6,0.04689946,0,Off T,Left Foot,Normal,0,5,2.4186773244895674,3.9962482405376227,20.54117815511077,8,0.0
3773474,2021-04-05,88.9,24.5,0.006895869,0,Saved,Right Foot,Normal,0,8,2.5317977802344322,2.683281572999754,32.06524598377501,8,0.0
3773474,2021-04-05,112.0,48.2,0.04200279,0,Post,Head,Normal,0,4,0.9899494936611655,2.941088233970549,8.563293758829017,8,0.0
3773474,2021-04-05,93.3,39.0,0.045960426,0,Off T,Right Foot,Normal,0,7,3.9319206502674984,2.9000000000000057,23.820999139414784,8,0.0
3773474,2021-04-05,103.3,48.1,0.0886227,0,Off T,Right Foot,Normal,0,4,0.9000000000000057,4.1109609582188975,14.49413674559475,6,0.0
3773474,2021-04-05,105.6,27.6,0.07399258,0,Off T,Left Foot,Normal,0,4,2.523885892824794,4.701063709417257,14.425671561490656,7,0.0
3773474,2021-04-05,100.3,43.4,0.08495896,0,Off T,Right Foot,Half Volley,0,3,6.906518659932809,3.8832975677895165,16.4453640883989,6,0.0
3773474,2021-04-05,94.8,22.7,0.012275952,0,Saved,Right Foot,Normal,0,6,2.8178005607210745,3.310589071449369,27.306592610576665,9,0.0
3773625,2021-02-27,104.0,57.8,0.028403657,0,Saved,Left Foot,Normal,1,7,2.86530975637888,2.0248456731316615,21.985904575431956,8,0.0
3773625,2021-02-27,107.5,35.9,0.033580188,0,Off T,Head,Normal,1,2,0.3999999999999986,0.9486832980505183,12.206555615733699,8,0.0
3773625,2021-02-27,91.2,46.6,0.027327666,0,Blocked,Right Foot,Normal,1,8,2.9068883707497233,2.022374841615668,27.530528509274934,8,0.0
3773403,2021-01-31,97.5,26.2,0.02427977,0,Saved,Right Foot,Normal,1,7,1.2206555615733699,1.9924858845171334,24.466303357883877,10,0.0
3773403,2021-01-31,97.8,26.9,0.030956576,0,Blocked,Left Foot,Normal,0,4,2.184032966784152,3.2015621187164243,22.611943746613207,6,0.0
3773403,2021-01-31,74.2,47.3,0.005635465,0,Off T,Right Foot,Lob,0,3,1.0295630140986987,2.0099751242241783,44.37172523127763,10,0.0
3773403,2021-01-31,106.6,53.9,0.040407646,0,Off T,Right Foot,Normal,0,5,0.8062257748298541,3.679673898594822,15.628499608087784,5,0.0
3773403,2021-01-31,108.8,45.0,0.058877036,0,Blocked,Right Foot,Backheel,0,1,1.5811388300841904,2.765863337187869,9.571311299921238,10,0.0
3773403,2021-01-31,100.1,22.0,0.019761236,0,Saved,Right Foot,Normal,1,8,4.318564576337838,2.973213749463703,23.8757198844349,9,0.0
3773403,2021-01-31,105.5,50.0,0.0468683,0,Blocked,Right Foot,Normal,1,6,1.9697715603592172,3.1764760348537155,14.46167348545804,10,0.0
3773547,2020-11-29,111.4,40.1,0.30100262,0,Off T,Left Foot,Volley,0,0,3.395585369269929,1.360147050873538,7.532595834106592,7,0.0
3773547,2020-11-29,60.2,71.1,0.0034244903,0,Off T,Right Foot,Volley,0,4,2.2825424421026628,12.054044964243333,55.757062332945765,7,0.0
3773547,2020-11-29,99.4,24.2,0.026971282,0,Blocked,Right Foot,Normal,1,7,1.503329637837291,3.420526275297417,22.54107362128077,9,1.0
3773547,2020-11-29,91.3,27.4,0.018299572,0,Saved,Left Foot,Normal,1,6,2.778488797889967,2.952964612046684,29.073871431235293,8,0.0
3773547,2020-11-29,91.3,25.1,0.012166175,0,Saved,Right Foot,Normal,0,9,2.884441020371195,2.83019433961698,29.93476240092779,10,0.0
3773547,2020-11-29,110.8,42.2,0.07707748,0,Blocked,Head,Normal,1,2,0.7615773105863951,1.476482306023339,8.415461959987706,9,0.0
3773547,2020-11-29,107.5,43.6,0.15118743,0,Post,Right Foot,Normal,2,3,2.5317977802344322,3.8832975677895165,9.13947482079797,7,0.0
3773547,2020-11-29,105.5,40.3,0.20719418,0,Saved,Left Foot,Normal,2,4,3.9623225512317948,3.905124837953324,10.767079455451235,7,0.5
3773547,2020-11-29,114.8,48.9,0.2874946,0,Saved,Right Foot,Normal,0,2,3.9051248379533257,5.162363799656124,5.1478150704935,5,0.0
3773547,2020-11-29,96.7,53.1,0.02197559,0,Saved,Left Foot,Normal,0,7,2.879236009777596,2.299999999999997,24.750959577357804,7,0.0
3773415,2021-02-21,111.8,40.2,0.2813001,0,Off T,Other,Normal,0,1,1.835755975068586,2.3323807579381217,7.22772439983706,7,0.0
3773415,2021-02-21,104.8,24.5,0.018883605,0,Blocked,Right Foot,Normal,0,5,0.49999999999999717,4.596737973824482,17.112568480505782,7,0.0
3764440,2021-02-24,109.3,44.3,0.298439,0,Off T,Left Foot,Normal,0,3,3.5014282800023193,2.4596747752497716,9.08240056372763,8,0.0
3764440,2021-02-24,92.9,23.2,0.007819599,0,Off T,Right Foot,Half Volley,0,6,3.5171010790137913,3.1384709652950464,28.74717377412951,9,0.0
3764440,2021-02-24,106.2,33.5,0.095620655,0,Off T,Right Foot,Normal,0,5,1.9924858845171198,2.0591260281973973,13.200378782444085,10,1.0
3764440,2021-02-24,111.7,44.7,0.09103747,0,Off T,Head,Normal,0,3,0.3605551275463981,1.8439088914585744,7.793587107359488,8,0.0
3764440,2021-02-24,113.0,35.9,0.10336546,0,Wayward,Head,Normal,0,3,0.5099019513592773,2.507987240796891,5.954829972383761,8,0.0
3773689,2021-04-25,112.2,48.9,0.07989315,0,Off T,Head,Normal,0,7,3.522782990761708,1.3038404810405324,10.547511554864487,9,0.0
3773689,2021-04-25,105.1,45.7,0.13912481,0,Off T,Left Foot,Half Volley,0,3,1.6763054614240291,3.0528675044947455,14.30314650697532,8,0.0
3773689,2021-04-25,115.3,30.5,0.68502444,1,Goal,Left Foot,Normal,0,2,5.374011537017757,11.173182178770736,3.4438350715445076,4,0.0
3773689,2021-04-25,105.8,35.6,0.47253746,1,Goal,Left Foot,Normal,0,0,6.020797289396148,9.585927185202273,5.315072906367328,9,0.0
3773689,2021-04-25,108.5,42.4,0.08553563,0,Saved,Head,Normal,0,4,1.6124515496597116,1.2206555615733719,10.636728820459794,10,0.0
3773689,2021-04-25,105.4,36.2,0.13285223,0,Saved,Right Foot,Normal,2,7,4.669047011971502,3.361547262794322,12.931357237351374,9,0.0
3773689,2021-04-25,95.9,37.9,0.020191351,0,Blocked,Left Foot,Volley,3,7,2.4515301344262443,2.0615528128088303,22.157842855296174,9,0.3333333333333333
3773689,2021-04-25,103.0,25.8,0.045149013,0,Saved,Right Foot,Normal,0,8,2.765863337187869,3.047950130825632,19.147062437878038,9,0.0
3773689,2021-04-25,107.1,48.7,0.105785675,0,Off T,Right Foot,Normal,0,3,0.943398113205664,4.103656905736636,11.59741350474321,8,0.0
3773689,2021-04-25,111.1,43.3,0.06298122,0,Saved Off Target,Left Foot,Overhead Kick,1,4,0.9219544457292933,2.549509756796393,7.334848328356902,10,0.0
3773689,2021-04-25,105.6,53.8,0.01554143,0,Off T,Right Foot,Half Volley,1,7,1.34536240470737,3.0232432915661964,16.99941175452845,8,1.0
3773477,2020-11-07,110.3,42.2,0.0655744,0,Saved,Head,Normal,0,5,0.5000000000000028,0.640312423743284,9.374433316206376,9,0.0
3773477,2020-11-07,100.9,19.6,0.008963995,0,Blocked,Left Foot,Normal,1,8,4.1725292090050115,2.7586228448267485,25.187298386289857,10,0.0
3773477,2020-11-07,104.7,23.9,0.04687369,0,Off T,Left Foot,Normal,0,2,4.301162633521314,2.9206163733020425,19.32588937151406,6,0.0
3773477,2020-11-07,95.6,27.4,0.02755421,0,Saved,Right Foot,Normal,2,7,2.69072480941474,1.655294535724686,26.482069405543072,9,0.0
3773477,2020-11-07,102.6,32.4,0.09418091,0,Off T,Right Foot,Normal,0,3,4.788527957525153,1.655294535724686,17.33262819078515,8,0.0
3773477,2020-11-07,110.0,37.7,0.12906268,1,Goal,Right Foot,Half Volley,0,2,1.746424919657302,1.1045361017187205,9.167878707749143,7,0.0
3773477,2020-11-07,101.0,28.8,0.03995733,0,Blocked,Right Foot,Normal,1,4,2.4596747752497703,3.257299494980461,18.8904737897174,9,0.0
3773477,2020-11-07,118.0,50.6,0.015270742,0,Saved,Right Foot,Half Volley,0,2,1.0198039027185575,3.921734310225517,6.935416353759879,8,0.0
3773477,2020-11-07,110.9,40.0,0.45755082,1,Goal,Right Foot,Normal,2,4,4.686149805543988,5.141984052872977,9.349331526906074,7,0.0
3773477,2020-11-07,107.5,41.8,0.035399932,0,Off T,Head,Normal,0,4,0.6324555320336713,1.6763054614240156,11.140017953306904,9,0.0
3773477,2020-11-07,99.2,30.4,0.032843675,0,Off T,Right Foot,Normal,1,3,2.2472205054244183,2.262741699796949,20.8,4,0.0
3773477,2020-11-07,114.6,48.7,0.052004397,0,Saved,Head,Normal,0,5,0.8246211251235369,1.7888543819998317,8.459905436823753,9,0.0
